#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types
2209230	25898	817	117406	107267	-	-	RCHY1	CAMK2D	ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363	CAMKD	Affinity Capture-Western	physical	Ma-Lauer Y (2016)	PUBMED:27519799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96PM5	-	NP_056251|NP_001265468|NP_001265467|NP_001265466|NP_001265465|NP_001009922	Q13557	E9PF82|A0A024RDK3|D6R938	NP_001308519|NP_001308518|NP_001308511|NP_001308510|NP_001308513|NP_001308512|NP_001308515|NP_001308514|NP_001308517|NP_001308516|NP_001308498|NP_001308499|NP_001308495|NP_001308496|NP_001308497|NP_742113|NP_742112|NP_001212|NP_001308508|NP_001308509|NP_001308506|NP_001308507|NP_001308504|NP_001308505|NP_001308502|NP_001308503|NP_001308500|NP_001308501|NP_001308520|NP_742125|NP_742126|NP_742127	-	-	-	-	-	-
2652457	43740578	55755	4383861	120873	GU280_gp01_nsp13	RP11-412P1.1	nsp13	CDK5RAP2	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	C48|Cep215|MCPH3	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.939307247	-	Average Spectral Counts: 62.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.939307247|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725308	Q96SN8	Q7Z3M0|B3KVI2|B9EG74	NP_060719|NP_001258968|NP_001011649	-	-	-	-	-	-
2652458	43740578	10142	4383861	115445	GU280_gp01_nsp13	-	nsp13	AKAP9	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	AKAP-9|AKAP350|AKAP450|CG-NAP|HYPERION|LQT11|MU-RMS-40.16A|PPP1R45|PRKA9|YOTIAO	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.990813809	-	Average Spectral Counts: 109|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.990813809|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725308	Q99996	Q6PJH3|Q5GIA7	NP_005742|NP_671714	-	-	-	-	-	-
2652459	43740578	64689	4383861	122232	GU280_gp01_nsp13	-	nsp13	GORASP1	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	GOLPH5|GRASP65|P65	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.986870312	-	Average Spectral Counts: 5.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.986870312|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725308	Q9BQQ3	A0A024R2U5|B4E1H8|B3KPY8	NP_001265719|NP_001265718|NP_114105	-	-	-	-	-	-
2652460	43740578	79443	4383861	122669	GU280_gp01_nsp13	-	nsp13	FYCO1	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	CATC2|CTRCT18|RUFY3|ZFYVE7	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.733173301	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.733173301|SAINTexpress BFDR: 0.05	-	BIOGRID	P0DTD1	-	YP_009725308	Q9BQS8	-	NP_078789	-	-	-	-	-	-
2652461	43740578	79078	4383861	122528	GU280_gp01_nsp13	-	nsp13	C1orf50	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	-	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.932056845	-	Average Spectral Counts: 4|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.932056845|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725308	Q9BV19	-	NP_077002	-	-	-	-	-	-
2652462	43740578	11190	4383861	116360	GU280_gp01_nsp13	RP3-477O4.2	nsp13	CEP250	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	C-NAP1|CEP2|CNAP1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.990717833	-	Average Spectral Counts: 151|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.990717833|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725308	Q9BV73	-	NP_001305148|NP_009117	-	-	-	-	-	-
2652463	43740578	29110	4383861	118878	GU280_gp01_nsp13	-	nsp13	TBK1	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	NAK|T2K	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.993970596	-	Average Spectral Counts: 7|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.993970596|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725308	Q9UHD2	-	NP_037386	-	-	-	-	-	-
2652464	43740578	51361	4383861	119496	GU280_gp01_nsp13	-	nsp13	HOOK1	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	HK1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.994048081	-	Average Spectral Counts: 24|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.994048081|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725308	Q9UJC3	-	NP_056972	-	-	-	-	-	-
2652465	43740578	22981	4383861	116630	GU280_gp01_nsp13	RP4-691N24.1	nsp13	NINL	ORF1ab|ORF1ab-nsp13|SARS-CoV2 nsp13|SARS-CoV-2 nsp13|R1AB_WCPV	NLP|dJ691N24.1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.987790569	-	Average Spectral Counts: 45.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.987790569|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725308	Q9Y2I6	-	NP_001305155|NP_079452	-	-	-	-	-	-
2652466	43740578	2717	4383862	108981	GU280_gp01_nsp14	-	nsp14	GLA	ORF1ab|ORF1ab-nsp14|SARS-CoV2 nsp14|SARS-CoV-2 nsp14|R1AB_WCPV	GALA	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.841137578	-	Average Spectral Counts: 25.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.841137578|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725309	P06280	Q53Y83	NP_000160	-	-	-	-	-	-
2652467	43740578	3615	4383862	109828	GU280_gp01_nsp14	hCG_2002013	nsp14	IMPDH2	ORF1ab|ORF1ab-nsp14|SARS-CoV2 nsp14|SARS-CoV-2 nsp14|R1AB_WCPV	IMPD2|IMPDH-II	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.989667608	-	Average Spectral Counts: 18.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.989667608|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725309	P12268	-	NP_000875	-	-	-	-	-	-
2652468	43740578	23408	4383862	116980	GU280_gp01_nsp14	-	nsp14	SIRT5	ORF1ab|ORF1ab-nsp14|SARS-CoV2 nsp14|SARS-CoV-2 nsp14|R1AB_WCPV	SIR2L5	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.99363281	-	Average Spectral Counts: 11.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.99363281|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725309	Q9NXA8	A0A024R012	NP_036373|NP_112534|NP_001180196|NP_001229756	-	-	-	-	-	-
2652469	43740578	10204	4383863	115499	GU280_gp01_nsp15	-	nsp15	NUTF2	ORF1ab|ORF1ab-nsp15|SARS-CoV2 nsp15|SARS-CoV-2 nsp15|R1AB_WCPV	NTF2|PP15	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.987886	-	Average Spectral Counts: 2.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.987886|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725310	P61970	A0A024R6Y2	NP_001308968|NP_001308969|NP_005787|NP_001308970|NP_001308967	-	-	-	-	-	-
2652470	43740578	382	4383863	106877	GU280_gp01_nsp15	-	nsp15	ARF6	ORF1ab|ORF1ab-nsp15|SARS-CoV2 nsp15|SARS-CoV-2 nsp15|R1AB_WCPV	-	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.988131492	-	Average Spectral Counts: 7|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.988131492|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725310	P62330	-	NP_001654	-	-	-	-	-	-
2652471	43740578	10193	4383863	115488	GU280_gp01_nsp15	SBBI03	nsp15	RNF41	ORF1ab|ORF1ab-nsp15|SARS-CoV2 nsp15|SARS-CoV-2 nsp15|R1AB_WCPV	FLRF|NRDP1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.993560817	-	Average Spectral Counts: 21.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.993560817|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725310	Q9H4P4	A0A024RB33	NP_919340|NP_001229755|NP_919339|NP_005776	-	-	-	-	-	-
2652472	43740578	11001	4383851	116194	GU280_gp01_nsp2	-	nsp2	SLC27A2	ORF1ab|ORF1ab-nsp2|SARS-CoV2 nsp2|SARS-CoV-2 nsp2|R1AB_WCPV	ACSVL1|FACVL1|FATP2|HsT17226|VLACS|VLCS|hFACVL1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.915803486	-	Average Spectral Counts: 4.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.915803486|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725298	O14975	-	NP_003636|NP_001153101	-	-	-	-	-	-
2652473	43740578	9470	4383851	114856	GU280_gp01_nsp2	-	nsp2	EIF4E2	ORF1ab|ORF1ab-nsp2|SARS-CoV2 nsp2|SARS-CoV-2 nsp2|R1AB_WCPV	4E-LP|4EHP|EIF4EL3|IF4e	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.806833749	-	Average Spectral Counts: 10.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.806833749|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725298	O60573	B9A023|Q53RG0|B8ZZL3|Q59FE1|B8ZZ50	NP_001317131|NP_001317130|NP_001263266|NP_001263265|NP_004837|NP_001269887	-	-	-	-	-	-
2652474	43740578	5447	4383851	111443	GU280_gp01_nsp2	-	nsp2	POR	ORF1ab|ORF1ab-nsp2|SARS-CoV2 nsp2|SARS-CoV-2 nsp2|R1AB_WCPV	CPR|CYPOR|P450R	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.710961769	-	Average Spectral Counts: 3.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.710961769|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725298	P16435	-	NP_000932	-	-	-	-	-	-
2652475	43740578	5910	4383851	111845	GU280_gp01_nsp2	-	nsp2	RAP1GDS1	ORF1ab|ORF1ab-nsp2|SARS-CoV2 nsp2|SARS-CoV-2 nsp2|R1AB_WCPV	GDS1|SmgGDS	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.991635744	-	Average Spectral Counts: 12|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.991635744|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725298	P52306	B7Z4M5|B3KNU0|Q6U7G8	NP_066982|NP_001093900|NP_001093899|NP_001093898|NP_001093897|NP_001093896	-	-	-	-	-	-
2652476	43740578	23325	4383851	116913	GU280_gp01_nsp2	-	nsp2	KIAA1033	ORF1ab|ORF1ab-nsp2|SARS-CoV2 nsp2|SARS-CoV-2 nsp2|R1AB_WCPV	MRT43|SWIP	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.972115182	-	Average Spectral Counts: 3.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.972115182|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725298	Q2M389	A0A087X256|B7ZKT9	NP_056090|NP_001280569	-	-	-	-	-	-
2652477	43740578	23307	4383851	116899	GU280_gp01_nsp2	-	nsp2	FKBP15	ORF1ab|ORF1ab-nsp2|SARS-CoV2 nsp2|SARS-CoV-2 nsp2|R1AB_WCPV	FKBP133|KIAA0674|PPP1R76	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.988056696	-	Average Spectral Counts: 19.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.988056696|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725298	Q5T1M5	-	NP_056073	-	-	-	-	-	-
2652478	43740578	26058	4383851	117520	GU280_gp01_nsp2	-	nsp2	GIGYF2	ORF1ab|ORF1ab-nsp2|SARS-CoV2 nsp2|SARS-CoV-2 nsp2|R1AB_WCPV	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.767224555	-	Average Spectral Counts: 40.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.767224555|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725298	Q6Y7W6	-	NP_001096617|NP_001096616|NP_056390|NP_001096618	-	-	-	-	-	-
2652479	43740578	3416	4383853	109642	GU280_gp01_nsp4	RP11-366I13.1	nsp4	IDE	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_WCPV	INSULYSIN	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.918031442	-	Average Spectral Counts: 11.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.918031442|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725300	P14735	-	NP_001159418|NP_004960|NP_001309725|NP_001309724|NP_001309726|NP_001309723|NP_001309722	-	-	-	-	-	-
2652480	43740578	26519	4383853	117723	GU280_gp01_nsp4	-	nsp4	TIMM10	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_WCPV	TIM10|TIM10A	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.961471982	-	Average Spectral Counts: 5.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.961471982|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725300	P62072	-	NP_036588	-	-	-	-	-	-
2652481	43740578	440138	4383853	136328	GU280_gp01_nsp4	RP11-248G5.6	nsp4	ALG11	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_WCPV	CDG1P|GT8	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.72745605	-	Average Spectral Counts: 7|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.72745605|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725300	Q2TAA5	-	NP_001004127	-	-	-	-	-	-
2652482	43740578	23225	4383853	116831	GU280_gp01_nsp4	PSEC0245	nsp4	NUP210	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_WCPV	GP210|POM210	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.710174697	-	Average Spectral Counts: 6.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.710174697|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725300	Q8TEM1	-	NP_079199	-	-	-	-	-	-
2652483	43740578	90580	4383853	124736	GU280_gp01_nsp4	-	nsp4	C19orf52	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_WCPV	-	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.986980311	-	Average Spectral Counts: 7.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.986980311|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725300	Q9BSF4	-	NP_612367	-	-	-	-	-	-
2652484	43740578	55735	4383853	120854	GU280_gp01_nsp4	RP1-126A5.3	nsp4	DNAJC11	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_WCPV	dJ126A5.1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.726866873	-	Average Spectral Counts: 11.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.726866873|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725300	Q9NVH1	-	NP_060668	-	-	-	-	-	-
2652485	43740578	26515	4383853	117720	GU280_gp01_nsp4	-	nsp4	TIMM10B	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_WCPV	FXC1|TIM10B|Tim9b	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.985104055	-	Average Spectral Counts: 3|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.985104055|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725300	Q9Y5J6	B2R4A9	NP_036324	-	-	-	-	-	-
2652486	43740578	26520	4383853	117724	GU280_gp01_nsp4	-	nsp4	TIMM9	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_WCPV	TIM9|TIM9A	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.913806284	-	Average Spectral Counts: 4|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.913806284|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725300	Q9Y5J7	A0A024R648	NP_001291415|NP_001291414|NP_001291417|NP_001291416|NP_001291420|NP_001291419|NP_001291418|NP_036592	-	-	-	-	-	-
2652487	43740578	3066	4383854	109316	GU280_gp01_nsp5	-	nsp5	HDAC2	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|R1AB_WCPV	HD2|RPD3|YAF1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.993708403	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.993708403|SAINTexpress BFDR: 0.01	-	BIOGRID	P0DTD1	-	YP_009725301	Q92769	-	NP_001518	-	-	-	-	-	-
2652488	43740578	2876	4383854	109134	GU280_gp01_nsp5	-	nsp5	GPX1	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|R1AB_WCPV	GPXD|GSHPX1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.97684084	-	A catalytically inactive (C145A) construct of SARS-CoV2 nsp5 was used as the bait (SARS-CoV2 nsp5_C145A).|Average Spectral Counts: 15.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.97684084|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725301	P07203	Q7L4Q3	NP_000572|NP_958799	-	-	-	-	-	-
2652489	43740578	55621	4383854	120760	GU280_gp01_nsp5	-	nsp5	TRMT1	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|R1AB_WCPV	TRM1	Affinity Capture-MS	physical	Gordon DE (2020)	DOI:10.1101/2020.03.22.002386	2697049	9606	High Throughput	0.984315505	-	A catalytically inactive (C145A) construct of SARS-CoV2 nsp5 was used as the bait (SARS-CoV2 nsp5_C145A).|Average Spectral Counts: 7.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.984315505|SAINTexpress BFDR: 0	-	BIOGRID	P0DTD1	-	YP_009725301	Q9NXH9	A8K8L2|A0A024R7I5	NP_001136026|NP_001129507|NP_060192	-	-	-	-	-	-
